epoch,n_passive,n_probed,eps0,mean_gnorm,median_gnorm,n_exceed_eps0,frac_exceed_eps0,agg_grad_norm
40,925,300,0.022633854299783707,0.11888394946898169,0.023651678742114136,153,0.51,0.043288227306741
60,10400,300,0.022633854299783707,0.15097083785776338,0.020312923235248727,140,0.4666666666666667,0.07892619738329723
80,22891,300,0.022633854299783707,0.1041942431902084,0.0221499947172344,146,0.4866666666666667,0.04765616505076571
100,35648,300,0.022633854299783707,0.2717135100990119,0.019750754970566678,142,0.47333333333333333,0.14674013707942937
120,41710,300,0.022633854299783707,0.05530139860820198,0.024416864537109777,159,0.53,0.014224653479934905
140,43399,300,0.022633854299783707,0.08288306107013237,0.023403636839929118,153,0.51,0.02976502710061157
160,43693,300,0.022633854299783707,0.08187108607786446,0.02693752120864553,176,0.5866666666666667,0.020919773550996352
180,43715,300,0.022633854299783707,0.06108704574053579,0.02315986396704256,153,0.51,0.017703256923117715
200,44049,300,0.022633854299783707,0.0610276318666811,0.02193903150502558,146,0.4866666666666667,0.017079231179479473
