epoch,n_passive,n_probed,eps0,mean_gnorm,median_gnorm,n_exceed_eps0,frac_exceed_eps0
40,1033,300,0.029739611223340037,0.1497598191841727,0.03262926288910421,158,0.5266666666666666
60,10385,300,0.029739611223340037,0.20972475206241853,0.02947212808984883,150,0.5
80,22828,300,0.029739611223340037,0.05365927953874452,0.02057648999179825,119,0.39666666666666667
100,36514,300,0.029739611223340037,0.09113169510744216,0.024682614837968443,135,0.45
120,42194,300,0.029739611223340037,0.07219427217691826,0.027217060599716337,135,0.45
140,43265,300,0.029739611223340037,0.12132395219925729,0.025429537554605787,127,0.42333333333333334
160,43676,300,0.029739611223340037,0.08728849380472235,0.024363380623495363,124,0.41333333333333333
180,43747,300,0.029739611223340037,0.07072612666292095,0.0244867323415143,124,0.41333333333333333
200,43804,300,0.029739611223340037,0.09259185277651669,0.02664056993637825,137,0.45666666666666667
