epoch,active_set_size,avg_train_loss,avg_test_loss,test_correct,test_acc_pct,backprop_instances_this_epoch,cum_backprop_instances,total_excluded_now,newly_excluded_this_epoch,delta,kstar,epoch_time_s
1,50000,1.7737049185180664,0.024189898455142973,4335,43.35,49984,49984,0,0,nan,0,25.645148992538452
2,50000,1.5129367810058594,0.02225426095724106,4850,48.5,49984,99968,0,0,nan,0,22.282485961914062
3,50000,1.3945255821228026,0.020285238039493562,5258,52.58,49984,149952,0,0,nan,0,25.473016500473022
4,50000,1.3259574895477295,0.019556544959545136,5480,54.8,49984,199936,0,0,nan,0,25.53806757926941
5,50000,1.2832082014465331,0.020674069011211396,5323,53.23,49984,249920,0,0,nan,0,24.350704431533813
6,50000,1.246812712020874,0.019258021998405456,5511,55.11,49984,299904,0,0,nan,0,24.641549348831177
7,50000,1.2075042700195313,0.01817672330737114,5818,58.18,49984,349888,0,0,nan,0,24.822303533554077
8,50000,1.1709803871154785,0.01852777528166771,5690,56.9,49984,399872,0,0,nan,0,25.22560214996338
9,50000,1.1214468737792969,0.01678465725183487,6176,61.76,49984,449856,0,0,nan,0,24.843703269958496
10,50000,1.0902529900360107,0.016024391305446625,6349,63.49,49984,499840,0,0,nan,0,25.140796184539795
11,50000,1.0353713256835937,0.016679820227622984,6200,62.0,49984,549824,0,0,nan,0,25.79696297645569
12,50000,0.9914646459960937,0.015084128230810165,6598,65.98,49984,599808,0,0,nan,0,25.114447593688965
13,50000,0.9445832894134522,0.015507788950204849,6460,64.6,49984,649792,0,0,nan,0,23.54252052307129
14,50000,0.9082316316223145,0.014305086973309516,6786,67.86,49984,699776,0,0,nan,0,24.142810821533203
15,50000,0.8773329483032226,0.013801635080575943,6896,68.96,49984,749760,0,0,nan,0,24.362112522125244
16,50000,0.8471585427856445,0.013115506920218468,7034,70.34,49984,799744,0,0,nan,0,24.07249355316162
17,50000,0.8266577759552002,0.012705785143375397,7164,71.64,49984,849728,0,0,nan,0,25.87662386894226
18,50000,0.801862479133606,0.01275157946050167,7163,71.63,49984,899712,0,0,nan,0,25.635771989822388
19,50000,0.7812001890563964,0.01182245291173458,7375,73.75,49984,949696,0,0,nan,0,25.318724632263184
20,50000,0.7645524843215943,0.011714313092827796,7370,73.7,49984,999680,0,0,nan,0,25.20636010169983
21,50000,0.7427176860809326,0.012712136501073838,7138,71.38,49984,1049664,0,0,nan,0,24.904545783996582
22,50000,0.7221433037948608,0.011320611223578454,7425,74.25,49984,1099648,0,0,nan,0,25.004046201705933
23,50000,0.7119643824386597,0.011501511678099633,7442,74.42,49984,1149632,0,0,nan,0,26.102253675460815
24,50000,0.6926451041412354,0.010797399371862412,7591,75.91,49984,1199616,0,0,nan,0,25.79019856452942
25,50000,0.6867960549926758,0.011296566072106362,7467,74.67,49984,1249600,0,0,nan,0,26.8374445438385
26,50000,0.6712975522232055,0.011526703205704689,7446,74.46,49984,1299584,0,0,nan,0,24.355011224746704
27,50000,0.6588257830429077,0.011346472525596618,7451,74.51,49984,1349568,0,0,nan,0,25.817771434783936
28,50000,0.6463565244293213,0.011109002748131752,7488,74.88,49984,1399552,0,0,nan,0,25.372752904891968
