epoch,n_passive,n_probed,eps0,mean_gnorm,median_gnorm,n_exceed_eps0,frac_exceed_eps0
40,775,300,0.029264026880264284,0.14717029390688932,0.026029087627689722,147,0.49
60,10453,300,0.029264026880264284,0.14173625088977823,0.021529076987220015,128,0.4266666666666667
80,23034,300,0.029264026880264284,0.13479416604477817,0.018315275576801505,103,0.3433333333333333
100,36472,300,0.029264026880264284,0.060653843387685334,0.021627945667391638,124,0.41333333333333333
120,41867,300,0.029264026880264284,0.11438996382717548,0.027019381843872488,145,0.48333333333333334
140,43068,300,0.029264026880264284,0.2920739109935044,0.02723363980134682,139,0.4633333333333333
160,43262,300,0.029264026880264284,0.12216269406220834,0.027455398075125717,141,0.47
180,43602,300,0.029264026880264284,0.10266828797332996,0.03051661287157944,154,0.5133333333333333
200,43582,300,0.029264026880264284,0.07113382702144405,0.027297678465063292,145,0.48333333333333334
