epoch,param_l2_dist,ref_param_l2_norm,rel_dist,active_set_size,total_excluded_now
20,53.56757354736328,40.7298583984375,1.3151917451649737,47931,2215
40,49.91688537597656,37.83662796020508,1.3192741548870839,49036,904
60,44.68393325805664,33.462955474853516,1.3353253657357127,39736,10806
80,38.30573272705078,28.138694763183594,1.3613187480596878,27801,22939
100,34.227783203125,24.055776596069336,1.4228508926507801,13562,36962
120,32.80315399169922,22.162660598754883,1.4801090259687562,7810,42318
140,32.25108337402344,21.376251220703125,1.5087342977513252,6530,43457
160,32.02098846435547,21.039831161499023,1.5219223109998603,6344,43641
180,31.92097282409668,20.89348030090332,1.527795865713985,6453,43606
200,31.877355575561523,20.829139709472656,1.5304211321346302,6114,43813
