epoch,n_passive,n_probed,eps0,mean_gnorm,median_gnorm,n_exceed_eps0,frac_exceed_eps0,agg_grad_norm
40,861,300,0.02811533994972706,0.07579459118701505,0.02552415841206016,141,0.47,0.022175206539068636
60,10576,300,0.02811533994972706,0.21204216847315555,0.022759878236080867,135,0.45,0.12838021099499863
80,23329,300,0.02811533994972706,0.11331846864546553,0.01918981493310999,120,0.4,0.0478236769395966
100,36771,300,0.02811533994972706,0.04463164508158184,0.02501611796246826,134,0.44666666666666666,0.012297431796225552
120,41919,300,0.02811533994972706,0.16185569339173508,0.027711943625546208,145,0.48333333333333334,0.054361561243393364
140,43074,300,0.02811533994972706,0.055162706181866195,0.027256341662394844,147,0.49,0.012987500727140253
160,43258,300,0.02811533994972706,0.10077974837315701,0.02876897920912179,154,0.5133333333333333,0.030762960179279902
180,43553,300,0.02811533994972706,0.08188484885753401,0.027112877760629272,147,0.49,0.02021834302567682
200,43572,300,0.02811533994972706,0.10710428793671033,0.0284567679831967,152,0.5066666666666667,0.03277661457491138
